text	label
around 1 out of every 6 people who gets covid-19 becomes seriously ill and develops difficulty breathing. older people, and those with underlying medical problems like high blood pressure, heart problems ...3/4endcovid19   	0
...or diabetes, are more likely to develop serious illness. people with fever, cough and difficulty breathing should seek medical attention. people with fever, cough and difficulty breathing should seek medical attention. ..4/4endcovid19   	0
are hand dryers effective in killing the new coronavirus?no. hand dryers are not effective in killing the 2019-ncov. to protect yourself against the new coronavirus, you should frequently clean your hands with an alcohol-based hand rub or wash them with soap and water.	0
¿los secadores de manos son efectivos para matar el nuevo coronavirus?no. los secadores de manos no son efectivos para matar el 2019-ncov. para protegerse contra el nuevo coronavirus, con frecuencia debe limpiarse las manos con un desinfectante para manos a base de alcohol	0
una vez que haya limpiado sus manos, debe secarlas completamente con toallas de papel o un secador de aire caliente.	0
are antibiotics effective in preventing and treating the new coronavirus?no, antibiotics do not work against viruses, only bacteria.the new coronavirus (2019-ncov) is a virus &amp; therefore, antibiotics should not be used as a means of prevention or treatment.coronavirusindia 	0
coronavirusindia its important to be alert but not scared. india has 13966000 episodes of seasonal influenza linked lower respiratory tract infections &amp; about 26000 deaths a year. the new virus is less deadly than say h1n1 &amp; harms mostly the very young, v old, &amp; v weak.	0
novel coronavirus (2019-ncov) advice for the public: myth busters from the can pets at home spread the new coronavirus (2019-ncov)?at present, there's no evidence that companion animals/pets such as dogs or cats can be infected with the new virus. coronavirusindia 	0
does the new coronavirus affect older people, or are younger people also susceptible?people of all ages can be infected. older people, &amp; people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill 	0
are there any specific medicines to prevent or treat the new coronavirus?to date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-ncov).coronavirusindia  coronavirus 	0
coronavirus declared a public health emergency of international concern by . global outbreak includes 98 cases in 18 countries, outside china. tips on how to stay healthy: 	0
 latest coronavirus numbers from kerala cum. number of passengers from china under observation- 1471cum. number of asymptomatic passengers under home isolation- 1421cum. no of symptomatic passengers hospitalised- 50no of *symptomatic passengers hospitalised* on 31st jan- 36	0
for the last one week, kerala's  department of health  has been publishing detailed daily bulletins on coronavirus and the district level update. is mohfw, nvbdcp or national centre for disease control(ndmc)  publishing anything similar? _india  	0
 _india  latest coronavirus numbers from kerala -1st febcum. number of passengers from china under observation- 1793cum. number of asymptomatic passengers under home isolation- 1723cum. no of symptomatic passengers hospitalised- 70no of symptomatic passengers hospitalised today- 21	0
 _india  -till date 39 samples have been sent to national institute of virology (niv) pune for testing out of which results of 23 samples came as negative. the health status of the student who was tested positive for corona virus remain satisfactory-	0
 _india  -the health condition of all symptomatic persons under isolation are stable. those who've arrived from orona affected countries should remain under strict home isolation for 28 days from the date of arrival in india, irrespective of whether they are symptomatic or asymptomatic-	0
latest coronavirus update from kerala -2nd febcum. number of passengers from china under observation- 1999cum. number of asymptomatic passengers under home isolation- 1924cum. no of symptomatic passengers hospitalised- 75no of symptomatic passengers hospitalised today- 12 	0
meanwhile, jesus in action in kerala. coronavirus scare: china-returned mbbs student prefers prayers, officials raise point of law | kochi news - times of india 	0
coronavirus: first death outside china recorded in philippines as total fatalities pass 300 	0
rt _latestis reporting of the coronavirus producing viral panic?    argue that there are two different outbreaks: one outbreak of a coronavirus, and one of viral fake news coronarvirus coronavirusoutbreak ⁩	0
"rt _latest ""we don’t yet know all of the details of coronavirus. but what we do know is that among the general public there is a grasp for the right information amid an evolving and even bigger epidemic of misinformation""  "	0
_latest  third confirmed patient in kerala? 	0
latest coronavirus update from kerala -3rd febcum. number of passengers from china under observation- 2239cum. number of asymptomatic passengers under home isolation- 2155cum. no of symptomatic passengers hospitalised- 84no of symptomatic passengers hospitalised today- 12 	0
this  piece has a quote from me. indian state declares emergency after third confirmed coronavirus case 	0
 why all novel coronavirus cases so far are from kerala?   via   	0
   very happy to see this clarification from  clarification on precautionary measures advised by ministry of ayush in the context of corona virusposted on: 04 feb 2020 11:29am by pib delhi 	0
    important update: study claiming new coronavirus can be transmitted by people without symptoms was flawed 	0
    story by  on the students quarantined in manesar. shortage of water, unhygienic conditions...“those suspect cases were taken out in front of us. we should ideally be separated from wuhan students,”coronavirus: quarantined, but far from safe  	0
latest coronavirus update from kerala - 3 febcum. number of passengers from china under observation- 2421cum. number of asymptomatic passengers under home isolation- 2321cum. no of symptomatic passengers hospitalised-100no of symptomatic passengers hospitalised today- 25	0
coronavirusoutbreak the good news coming from who is that no new countries have reported cases of 2019-ncov in the past 4-5 days.	0
rt  -a glimpse of how kerala is fighting against coronavirus- 1) 24x7 call-centre at state control &amp; prevention cell. 24x7 call-centres across all 14 districts. teams constitute of trained junior health inspectors, doctors &amp; others. 	0
 important information: about 80% of those who died were over the age of 60&gt;75% had pre-existing health conditions such as cardiovascular diseases &amp; diabetes, according to china's nhc.coronavirus: window of opportunity to act, who says 	0
_wilson many governors have moved the goalposts from flattening the curve to we can't let anyone get sick. they equate testing positive to an automatic death sentence, this isn't bubonic plague!!!	0
estimated 300 tons of contaminated water leaking into pacific ocean per day from wrecked fukushima nuclear plant 	1
_com and dispersing all over the earth with currents and vapour and rain, without any information for the profits of nuclear interests.	1
_com. so it wouldn't be a good idea to eat fish or go surfing anymore right… &amp; to think they wanna build more nuclear power plants smh	1
_com _915 and then godzilla was born...	1
مَنْ الأكثر عُرضة للإصابة بفيروس كورونا المستجد، كبار السن أم صغار السن؟does the new coronavirus affect older people, or are younger people also susceptible?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
هل تنشر الحيوانات الأليفة بالمنزل فيروس كورونا المستجد (2019-ncov)؟can pets at home spread the new coronavirus (2019-ncov)?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
هل يساعد تناول الثوم في الوقاية من العدوى بفيروس كورونا المستجد؟can eating garlic help prevent infection with the new coronavirus?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
هل المضادات الحيوية فعَّالة في الوقاية من فيروس كورونا المستجد وعلاجه؟are antibiotics effective in preventing and treating the new coronavirus?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
هل يساعد غسل الأنف بانتظام بمحلول ملحي في الوقاية من العدوى بفيروس كورونا المستجد؟can regularly rinsing your nose with saline help prevent infection with the new coronavirus?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
إلى أي مدى الماسحات الحرارية فعَّالة في الكشف عن المصابين بفيروس كورونا المستجد (ncov-2019)؟how effective are thermal scanners in detecting people infected with the new coronavirus?الوقاية_خير_من_العلاجوعينا_عن_كورونامنظمة_الصحة_العالميةعش_بصحةcovidー19 	0
graffiti artist banksy arrested in london; identity revealed - national report | national report 	1
“_is: graffiti artist banksy arrested in london” don't the coppers have nothing better to do? ffs	1
_is  an old hoax. 	1
_is  you know the national report is a spoof/satire site, right?	1
_is  agora sim: com a prisão de bansky, me sinto vivendo num mundo mais seguro.	1
  _is so it's not true ????	1
  i thought the author bio seemed odd and the image from the video looked photoshopped but i was on a phone so not sure...	1
  _is national report stories are all fiction.	1
_is  definitely a fake since there's nothing in the uk papers about this whatsoever.	1
 _is and the bit about fappy! :: )	1
what?! hope it's a hoax! “_is graffiti artist banksy arrested in london,identity revealed| national report 	1
"_is  they had me going for a bit, at least until the introduction of ""fappy"" :-)"	1
_is i am banksy	1
_is  can't find the news anywhere else, i don't think it's real. read this: 	1
_is  nothing on website of either  or  - sure about this?	1
_218 _is hoax i would think. what charges?	1
_is  the comments there are very special.	1
_is  yeah hoax 2013	1
   _is i love the idea of a dolphin as an anti-masturbation mascot. t-rex would work too..	1
"_is  hoax? shame. i was waiting for a raft of "" haven't the police got something better to do with their time "" posts 😐"	1
_is  it took me a while but the quote from fappy the anti-masturbation dolphin woke me up. noshame hoax	1
_is  hoax	1
_is  bollocks im banksy and so is my wife.	1
_is  thought that was real until i got to the fappy quote lol	1
_is  ugh, not remotely funny. try the  for piss taking / satire, that's actually funny	1
_is  hoax. :p	1
"_is  only a guess but that may not be a legit news source""cdc whistleblower exposes ebola vaccinations containing rfid chips"""	1
_is  fake, hoax, disproved, clickbait etc...	1
_is  so banksy was arrested both by the city of london and metropolitian police? how thrilling.	1
_is  this had gotta be a fake. the police chief they mention, for example.	1
why are schools closing for a virus i literally do not get it...covid-19 is just like the flu why are we flipping tables and setting fires for a virus that’s gonna spread whether we can control it or not??	1
 honestly i am wondering the same thing??? and like it is stressing me out that all these places are closing for what	1
 it’s blown wayyyy out of proportion, i get trying to protect those who aren’t able to fight off a virus like it but the rest of us will be fine it’s so ridiculous🙄	1
 i 100% get that!! but when you think about the flu or other viruses that are close or just as likely of killing someone with a suppressed immune system why weren’t we freaking out about that? idk it just seems so blown out of proportion :/	1
 to attempt to keep it from becoming like it is in italy rignt now. hospitals are overwhelmed there. even though only 20% of the cases are hospitalized it’s still like 20 admissions per day. they had 300 cases just a week ago. it’s not super deadly but super contagious	1
 i think instead of closing they should just let people who are not healthy, old, immunocompromised, etc, leave and stay home from things without consequences. it seems much easier to do that than close everything for everyone	1
 it is being blown out of proportion. i think because there is no approved vaccine yet and it is seeming to spread pretty rapidly so it’s easier for panic to ensue.	1
       what is your point? your article refers to cdc serology antibody testing when active cases (what the states are reporting...people who are currently ill) are diagnosed with the nasopharyngeal swab pcr test.	0
alert: don't fall for this new facebook scam  	1
 please write the whole story about pigee guitars is back!👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍	1
   _us_org artistsunitedforinternet safety  protectourfutures 	1
 thank you for its timely and informative article ☆☆☆☆☆☆	1
can eating garlic help preventinfection with the newcoronavirus?garlic is a healthy food that may have some antimicrobial properties. however, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.	0
 sunlight!!! sit in the sun whole day, body will absorb from food, what is needed to survive	0
 who: “can the virus that causes covid-19 be transmitted through the air?“studies to date suggest that the virus that causes covid-19 is mainly transmitted through contact with respiratory droplets rather than through the air.”	0
among the unknowns re covid-19: how airborne is it?	0
 not very much. thought to be “spray” if through the air not floating around the same way influenza does. most common route is thought to be touching things then your face.	0
 it can be detected in aerosols three hours later, according to a preprint. so that’s a concern. 	0
 bottom line: yes it’s possible to contract covid-19 from the air, but that’s not the main concern.my coworker’s mother has been hospitalized for six weeks in wuhan. her caregiver (husband) didn’t contract it despite sharing air.	0
   the who says this how long is the incubation period for covid-19?the “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. most estimates of the incubation period for covid-19 range from 1-14 days, most commonly around 1/.	0
 this is what we seen in china	0
   people just walking and then collapsing?	0
   i am in self isolation from trip to italy but 2 days left and it will be 14 days since we got home. we are not sick just wondered could we still wake up tomarrow sick and collapse?	0
   five days. these estimates will be updated as more data become available	0
   yes however there have been cases recorded that are longer than 14 days. i would trust who they said the death rate was 2% and have now changed it to 3.4%	0
   i know but here is the who web page and they are a very good source for information 	0
steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.	1
 good that he was adopted otherwise he wud have been an is fighter	1
 why is that such a big deal?	1
  see :p... all glory belongs to muslims and their family :d	1
 reallly?	1
wow “ steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.”	1
 :o	1
 did i ask	1
this dog was abandoned at a scottish railway station with a suitcase full of his belongings 	0
 😢😢😢😢	0
 thanks for making me ball my eyes out! lets get the bastard who did this!!!	0
  just one of the outcomes when animals are sold via  - stop the sale of animals on  !!!	0
  | tell what happened w/ this beauty, please dogs	0
 how sad :-( poor puppy.	0
  ahhh the poor guy!	0
 😔	0
   poor dog....he/she looks so sad...	0
 some humans are such trash	0
     paddington	0
  😢	0
“:  😟😰 my mom would just have to suck it up and accept the fact that we have a dog	0
 this is so sad. i hope the spca does indeed find the person responsible. dogsarefamilytoo dogs furrytails	0
people suck. 😢 mt : this dog was abandoned at a scottish railway station with a suitcase of his belongings. 	0
 oh no	0
 this just broke my heart	0
 poor baby 😢	0
 it makes it all the more sad that they left his stuff with him.  i hope he finds a new family soon, poor little fella.	0
 :(	0
 that's terrible... why would just leave him :(	0
 so depressing :(	0
 _panda  people like these suck in the world	0
 he/she is beautiful! let's get this doggie over to canada!	0
😡😢 rt : this dog was abandoned at a scottish railway station with a suitcase full of his belongings	0
“: this dog was abandoned at a scottish railway station with a suitcase full of his belongings horrible!!!	0
waah :/ “: dog abandoned at a scottish railway w a suitcase full of his belongings 	0
 💔💔💔💔 send him to me	0
 sad!:(	0
 poor luv. must of been so scared. wonder if a kid did this fearing kill shelters?	0
 😞😣😢😭😥😰😩😫😨😱😤😖😡	0
whyyy?! 😭😭😭 rt : this dog was abandoned at a scottish railway station with a suitcase full of his belongings	0
 :(((((((	0
  d: ay no	0
wtfff : dog abandoned @ scottish railway station w/ suitcase of his belongings 	0
 poor little thing hope he find a good home some people shouldn't have animals or kids	0
 some ppl are just vile. that poor dog.	0
 this makes me so sad 😔	0
 soooo fucked up. dogs smart they know exactly what's going on. cold world. animals don't deserve this.	0
 😭💔💔💔💔	0
 i'll take you home with me!	0
 absolutely heartbreaking! i want to adopt this dog so bad!	0
 :{	0
 people are so cruel!	0
  so sad 😢 has he found a home yet?	0
 😭😭😭 horrible human beings...😤	0
  i find that disgusting because the person should of took him to a home for unwanted dogs,they never turn a dog away	0
 some humans are just shit!	0
ill take him “: this dog was abandoned at a scottish railway station with a suitcase full of his belongings	0
 i seriously started crying. so messed up :'(	0
“: this dog was abandoned at a scottish railway station with a suitcase full of his stuff  😭😭	0
 :(	0
 wtf is wrong with people... like selling/leaving one of your family... horrified!! :(	0
":((( "": this dog was abandoned at a scottish railway station with a suitcase "	0
 stories like this make me sick to my stomach reading that some people would actually  do this to an animal 💔💔	0
 meen dollaz- gritty philly 	0
 i cry 😭	0
 humans 😤😤😤	0
😔 rt :this dog was abandoned at a railway station w/a suitcase full of his belongings 	0
  😞😞😞😞😞😰😥😪😰😥😰😥...this is worse than what i crib n complain about....heartbreaking ....saddened	0
 this pisses me the fuck off	0
  - what is wrong with people? he is gorgeous, have rt'd, hope he finds a better home.	0
  who would abandon such a beautiful dog? just look at that face.	0
 this is awful. awful. a pet is a family member not a used and tossed away item. hopefully someone adopts him :(	0
 plz tell me this has a happy ending	0
  this is so sad 😔 bless him x	0
“: dog abandoned at scottish railway station w/ suitcase full of his belongings  	0
 this is awful! horrible.	0
 another reason why ppl suck! so heartless 😢💔💔 dogsarebetterthanppl	0
people suck rt  this dog was abandoned at a scottish railway station with a suitcase full of his belongings 	0
 _30 just breaks my heart to see this. no animal should be abandoned like this or at all!	0
:( mt : dog abandoned at scottish railway st with suitcase full of his belongings 	0
 how are people so mean 😭😭	0
 my heart aches for this dog 😞💔	0
 if that's the case &amp; they know that without the app why do we need it?	0
scott morrison accuses north-west tasmanian aged care worker of being dishonest about contacts amid coronavirus outbreak - abc news    the perfect opportunity to push app.	0
 we  can only wonder why.  actually it sounds quite reasonable until you think about it.	0
 i def do not want or need it. i'm not an expert on this but the risks i do know of don't seem to be worth it.	0
 maybe if you spent a few weeks back in 1993 when you probably had 56k or 28k split across your landline and computer would help change your mind? 🤔😉	0
barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game.	1
  beyond sickening. wtf is happening in this country?	1
 x2 when you add kids with cancer.	1
  do you know that is accurate? what is your source?	1
 the obama administration is like a spoiled brat. if they can't get their way they will throw a tantrum to no end.	1
  barack obama has shut down the doj sounds better, but it is what it is.....eh!	1
 gop shut it down. boehner could bring a clean cr to the floor and it would pass. stop the lying. you own this one.	1
"gop made bho shut down *unmanned* parks &amp; memorials, same rationale wife beaters uses, ""you made me do it ""  "	1
 sort of.  it's an inconvenience, to be sure, but  is still the site for active alerts.	1
 your insulin will never be politicized tho'. never, not a single time, i swear . .  .	1
 we all know who the libs will blame tho, don't we?	1
 this is classic saul alinsky politics. rulesforradicals	1
 so how come obamacare s site is up?	1
 his shutdown game. that ‘through the looking glass’ language fools no one but yourself.	1
"obama 2008:""i support traditional marriage, christians vote for me""obama 2015:""the white house is a rainbow. bring me my unicorn""merica."	0
 we learn from the changing world around us and reevaluate bigoted opinions. hell yeah! merica. 👍	0
 you won't be able to relate to this but some people can change.	0
 politics. deal with it. murica.	0
   no shit… lol	0
 _	0
this guy set up the lights at the white house.  	0
  but it was 2015 when he made the white house a rainbow	0
 8 years as president and listening to the voice of your constituents might have that effect on someone's flawed opinion? merica	0
_courmon  the point is that he acts like he was a champion of gay marriage or something, which isn't true. the fact that...	0
  it's possible that he changed his views before the second term? just throwin out ideas	0
 lol true	0
 xforasg	0
 sadly how it is nowadays	0
" jeb doesn't want you to have ""free stuff"" like debt-free college. that's for guys who earn it by picking rich dads"	0
  thought you might like this	0
 same can be said for every political candidate no one is gonna stand for what they believe in they gotta appease  the public	0
 every politician does this dude, i know you hate obama but you don't have to act like he's the only one who flip flops	0
 regardless of what he supports he's the leader of the free world and it'd be ignorant to cater to one part of the population	0
what is covid-19? how did a covid-19 patient get cured? it’s necessary to explain to lay people. giving guidelines or instructions is not enough for an encouragement. true knowledge is needed so that people can get back to normal life with hope and moving forward in savior jesus.	0
i heard too much talks about the disease, but not about healing. what really is coronavius? can it ultimately kill a person buy itself or only kill some sick persons? what percent of surety people should depend on testing? if it's clear, people will be strong to fight this virus.	0
please give me an understanding. does coronavirus can ultimately kill a person or just can only kill a person who is with underlying health issue?	0
what is a coronavirus?it is a novel virus named for the crownlike spikes that protrude from its surface. the coronavirus can infect both animals and people and can cause a range of respiratory illnesses from the common cold to lung lesions and pneumonia.	0
manage what your kids see and hear, but have them share with you what they are exposed to so you can discuss it. try to see it the way they see it, and help correct misinformation and put it in context.	0
 congratulations 💕. can you plz tell what is the advantage of serology test when one recovered from positive to negative?	0
alhamdo lillah recovered from covid-19. 	0
 after igg test you are assured that you are immuned and you can donate plasma to needy person.	0
 q : should i wear a mask to protect myself?a : people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid-19 and for those caring for individuals who have symptoms.	0
qna about covid-19 from  	0
 the most effective ways to protect yourself and others against covid-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing.	0
 for more information:	0
 breaking news: jokowi umumkan dua orang di indonesia positif corona	0
   _me hard 4 me 2 understand. islam belittles women 2 nothing &amp; classifies blacks as a lower class.	1
 _me disheartening, boggles my mind why we bend over backwards 2 appease 'em. we r host country, they shd follow our laws.	1
 _me. obama. being stupid is not against the law. so you are free to leave thank you!	1
 silence is tantamount to agreement with radicals _me   	1
_me i'm actually disappointed with texas.	1
_cruiser _me if so i'm disappointed &amp; i'm a texan, got to research now	1
 _me i live 9 miles from the alamo. no way in hell i'd support sharia, slavery, or any part of islam in texas.	1
"_me i think orthodox jews in this country also have a similar ""extra-judicial"" system for settling ""issues"" that arise 4 followrs"	1
 _me  let them starve then.	1
_me it's just a mediation centre, it doesn't posses or claim any ability to supersede the law, just a way of arbitrating disputes.	1
 _me  well it sure as hell should not be legal!	1
_me     da fuq??	1
_me this is scary, once u crack open the door eventually it will swing wide open :(	1
_me     have them tell that to isis.	1
 _me  good for you, usafss was my gig.	1
“: _me god made tx with his own hands not for the muslems  	1
_me  say it isn't so?	1
_me  i wish i was standing where the picture taking is &amp; fire a 9mm round into the head of this satan worshipper.	1
_me  in their beliefs women are second class citizens.  children just some how appeared from allah.	1
   _me i reckon those fighting patriots stand against dictatorship.	1
_infidel  _me  my dozen plus weapons haven't assaulted anyone...they defend me, my family, and friends.	1
_me  on the bright side thats 75,000 less americans to go to their human sacrifice table. probably easy pickins to get	1
 _me if you jews just leave to israel usa will recover!	1
    _me  not a very interesting history. nothing's changed in 1400 years. even their clothes	1
_me   the libtards run/ruin dearborn-istan just like they do detroit. attack christians, appease islamists	1
can disposable medical face masks be sterilized and reused?who: no. disposable medical face masks are intended for a single use only.mb: we’re trialing it.now is not the time to be trialing this and putting frontline workers further at risk.  	0
“trudeau announced saturday that canada is set to receive millions of masks from china within the next 48 hours”thank you to the communities of mb for your donations of ppe to ensure protection for frontline staff until mb can get more supplies.	0
several people being held hostage at a sydney cafe. australian tv showing people with  hands up against a window: 	0
  yeah it's not	0
 but why a fucking cafe in australia	0
 just watching here hun, shocking news x	0
     talk talk we need action toigh action.	0
    where are you sue in oz ?	0
what are the symptoms of covid 19 again??? 😥 	0
 i want to be sure ni! it's not a joking stuffs😥	0
cops swarm 7thheaven star stephen collins' home after suicide report  	1
 this is an old story. thoughtit just happened again. confusing.	1
 idiots!that was last tuesday,the 7th.	1
 good!!!!!!!	1
 he wasn't on suicide watch after the first incident? i guess people wanted him to kill himself.	1
“: cops swarm 7thheaven star stephen collins' home after suicide report   not surprised.	1
“: cops swarm 7thheaven star stephen collins' home after suicide report  	1
 | this wasn't today tho.	1
 wtf?! smh	1
 wow, this saga will not end well regardless.	1
 how many times you gonna post this shit?	1
 this is a week old!!! i'm tired if repeats!	1
 i wonder how many of his victims have wanted or have attempted or had suicidal ideations regarding what happened to them	1
“: cops swarm 7thheaven star stephen collins' home after suicide report   gerl	1
 who??	1
 this family is going through a tough time. i think media should step back while they iron things out.	1
“: cops swarm 7thheaven star stephen collins' home after suicide report   the irony.	1
 why on earth are you retweeting your old mistaken stories? dumb.	1
rt : cops swarm 7thheaven star stephen collins' home after suicide report  	1
 why repost this when it happened 5 days ago?	1
 hopefully  it's a done deal.	1
covid19 facts: 5g mobile networks do not spread covid-19.viruses cannot travel on radio waves/mobile networks. covid-19 is spreading in many countries that do not have 5g mobile networks.  	0
covid19 facts: drinking alcohol does not protect you against covid-19 and can be dangerous.  	0
 movement of covid 19 spreading virus is not by electronic waves..4g,5g..//drinking alcohol is fast spreading inside human body.even after contagious doctors death cannot be ignored / masks and kit's..not by house flies too, not visible /it's movement through human hair only.	0
 the who also not too long ago said this virus is not human to human transferable. and boy oh boy, where they wrong about that.	0
_  yeah. needs to be taken into consideration.	0
 but it has bad effect on humans due to high frequence	0
  ..you failed to prevent covid-19 from spreading now you failing to have a cure for it.. but now you busy promoting 5g..like really!!!!!! an't you supposed to focus on stopping covid-19...you don't have facts on how covid-19 is spreading but you have facts on 5g.	0
 says your chinese handlers?	0
 who is openly promoting chinese 5g ... seriously why did you even feel the need to tell this.	0
r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous	0
“: r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” r i p to this recycled tweet	0
“: r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous”	0
  roger rodas. he was a co owner with walker at ae performance. he was known and missed by many as well.	0
“: r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous”	0
“: r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous”	0
 mt : rip roger rodas, driver of the fatal accident involving pw. roger was a pirelli challenge series driver.	0
 _kurczyk	0
 aka the nigga who killed him	0
!!!“: r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous”	0
 that's what i dont understand. if nyc is saying 25% of people have had it (or whatever), what is stopping the other 75% getting it (or at least 35% before you get herd immunity) &amp; dying at a rate of c0.7%? there is zero logic to it, unless you believe the serology number is wrong	0
fyi those engaging with my tweet re nz: i am very convinced by prof michael levitt’s logic in this interview- it’s a must watch.   	0
key takeaways: covid infections are never exponential and infection rates start to slow quite quickly after a proportion of the population become infected. this suggests very strongly that immunity is being conferred.	0
 mmm - feels like he is betting the farm on the fact there will be no second wave. if he's wrong, it's absolutely horrible.	0
 well, the pattern of each local epidemic since the first 2 in china, on to south korea, iran and italy have all been very similar. i think it’s very safe to assume that a population which has had that level of exposure of a london or new york won’t have a “second wave”	0
 nothing. did you listen to the whole interview? the slightly unpalatable truth is that there is a minimum level of infection and death needed to confer immunity in a population. he quantifies it as 4 weeks of “excess deaths”	0
 here he was on march 30 telling us new york had turned the corner. 	0
 serious question or have i missed something?	0
everyone with covid-19 diesthis statement is untrue. as we have mentioned above, covid-19 is only fatal for a small percentage of people.	1
in a recent report, the chinese center for disease control and prevention concluded that 80.9% of covid-19 cases were mild.the who also report that around 80% of people will experience a relatively mild form of the disease, which will not require specialist treatment	1
  _assam  _hazarika my brother is under quarantine at novotel and it’s been 4 days. when can we expect the swab test result.? are we gonna be informed or we need to get in touch with someone.	0
⏩104 sarathi now has a dedicated team of ✔️psychiatrists and ✔️clinical psychologists to provide you with professional counselling. why wait, dial up 📞 1⃣0⃣4⃣ today! mentalhealthmatters _assam  _hazarika 	0
 _assam  _hazarika  when did this happen..? it wasn’t there till yesterday when i called..	0
  _assam  _hazarika  please get in touch with ms sangeeta and revert regarding the call being referred to here.	0
  _assam  _hazarika you will be informed	0
the white house is lit like a rainbow tonight in honor of the scotusmarriage ruling. 	0
 speaks to the lack of maturity of this admin very un-presidential and  no respect for defenders of traditional marriage	0
 can't believe the sc justices are willing to do shit for obama after scoffed at them a couple years back.	0
_k aw, so cool. thx xo	0
 nice gesture. however, it's funny how they were prepared so quickly.  looks like jiggerypokery to me.	0
  certainly the potus shows no bias as to the scotus 5-4 decision on gay marriage.	0
"  nothing against guys..but white house people are so bias! all on my dime!""ridiculus!!"	0
rt : white house is lit like a rainbow tonight in honor of the scotusmarriage ruling.  ccp 	0
. i don't care who sleeps with who...but our u.s. capitol just became the laughing stock of the world.  this is bullsh*t!!	0
  not too tacky..	0
  sodom &amp; gommorah... nuff said!!	0
 obama is a homosexual and michelle a transgender so i guess this is their coming out party lights.	0
  this country will not stand when it violates god's laws. no man is greater than god.	0
  just?	0
  that looks like crap!	0
   ugly and embarrassing,everyone islaughing at the silly house.😜	0
  makes u.s. look even weaker.	0
 wow!  lovewins	0
  and this offends me. please take it down.	0
  scotus is just another appendage of obama's self fulfilling agenda. can't they think for themselves?	0
 why is white house celebrating this with taxpayers money.	0
  unpresidential.	0
  so much for three separate branches of government	0
 this is upsetting.the capital is not used as political marketing for group but for all people.this is a joke.	0
  great!	0
  circo maroma y teatro al pueblo lo que pida aunque el tiempo pondrá a todos en su lugar	0
 color it all red for the blood in chiraq!	0
 i wonder if pres would have done this in his first term??  easy to do on your way out..	0
  how sickening!	0
  sad sad day for this country	0
“: the white house is lit like a rainbow tonight in honor of the scotusmarriage ruling.  special.	0
“: the white house is lit like a rainbow tonight in honor of the scotus ruling.  // a poke in the eye!	0
  is this real?	0
   these lights probably cost a few hundred dollars meaning each person pays less than a cent	0
  gross...	0
 our house is a very, very, very fine house!	0
  sad day for our constitution and the people who hold it dear.religious freedom must prevail orwe will become amerika	0
   only politics!!	0
  wow	0
  how did they know to have those lights ready to go	0
 maybe have out first lighting of the white house be in honor of breast cancer awareness, feeding the hungry, racial intolerance	0
  my god has never made a mistake, but the lights will insure he knows where to strike first!	0
  many find this as offensive as the confederate flag. they flag is down.  turn the lights off	0
  yeah but there isnt any pot o gold &amp; the end of that rainbow, just his crock of 💩 . &amp; thats just our marine in evin	0
   as did most of the country.	0
 scotus twists the law,invents constit. issues, ignores state's rights, representative govt, then wh lit up as a pop symbol? wow	0
 no puedo creer esta puteria...	0
 i think it's wonderful, for all my friends and family who are positively affected by this! every family will benefit from this.	0
  how about remembering the white house is the people's house. not just the gay people's house.	0
  so according to joanrivers, tonight is when obama should come out of the closet?  tired of using the strapon?	0
  shameful typical of this president	0
  is this a joke?	0
  more of what's wrong with usa	0
  putrid	0
  it's ferry pretty.	0
 what is a 'coronavirus consumer'?	0
